location_type,habitat_type,fish_type,fork_length_mm,weight_g,condition_factor,date,side_channel,control_impact,channel_status
Side Channel,Flatwater,LFR,55,1.74,1.0458302028549962,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,58,2.28,1.1685595965394235,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,64,2.6,0.9918212890625,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,64,2.86,1.09100341796875,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,64,3.08,1.1749267578125,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,64,3.12,1.190185546875,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,64,3.38,1.28936767578125,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,64,3.45,1.316070556640625,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,64,3.46,1.31988525390625,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,64,3.86,1.47247314453125,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,64,5.56,2.1209716796875,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,65,3.93,1.4310423304506144,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,67,3.81,1.2667781608775015,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,68,3.8,1.2085283940565845,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,68,3.98,1.2657744758803176,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,68,4.57,1.453414410746998,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,69,3.86,1.1750058598090158,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,69,4.37,1.3302527480221242,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,70,4.24,1.2361516034985423,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,70,5.21,1.5189504373177842,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,70,6.31,1.8396501457725947,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,71,3.99,1.1148022832491877,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,71,4.26,1.1902400317397341,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,72,4.17,1.1172196502057612,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,73,7.16,1.8405365318225169,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,74,5.02,1.238820997769135,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,74,5.17,1.2758375614474957,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,74,6.49,1.601583321817069,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,74,7.4,1.8261504747991237,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,75,5.29,1.2539259259259259,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,75,5.6,1.3274074074074071,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,75,5.81,1.377185185185185,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,75,5.81,1.377185185185185,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,76,5.24,1.1936871264032658,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,76,5.54,1.2620279924187199,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,76,5.54,1.2620279924187199,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,76,8.11,1.8474814112844435,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,78,6.38,1.3444259006389183,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,80,6.03,1.1777343750000002,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,85,7.91,1.2880113983309587,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,86,7.06,1.1099651603003509,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,87,8.66,1.3151041073465117,2019-06-18,Bourbon,Control,Control side channel
Side Channel,Flatwater,FR,88,8.51,1.2487673741547707,2019-06-18,Bourbon,Control,Control side channel
Mainstem,Down Mainstem,LFR,49,1.4,1.189980365323972,2019-06-18,Bourbon,Control,Mainstem
Side Channel,Roving,LFR,47,1.79,1.7240881114974524,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,LFR,49,1.37,1.1644807860670299,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,JT,57,2.42,1.3067448553671035,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,58,2.49,1.2761900856943706,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,63,3.08,1.2317684275356233,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,65,2.71,0.9868001820664543,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,65,3.06,1.1142467000455167,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,65,3.97,1.4456076467910788,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,67,3.13,1.0406865206159002,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,67,3.38,1.1238084471826653,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,67,3.85,1.280077669128184,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Pool,FR,67,4.92,1.635839514833939,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,68,4,1.27213515163851,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,69,3.81,1.159785576650868,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,71,3.57,0.9974546744861151,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,71,4.03,1.125978245988528,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,71,4.05,1.131566227358198,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,72,4.33,1.1600865912208507,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,73,2.76,0.7094805625461097,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,73,4.24,1.0899266613027194,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,75,4.15,0.9837037037037037,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,75,4.67,1.106962962962963,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,76,5.1,1.1617947222627203,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,77,5.71,1.2507310533959208,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,80,7.23,1.412109375,2019-06-20,Clear Creek,Control,Control side channel
Side Channel,Roving,FR,85,5.55,0.9037248117239975,2019-06-20,Clear Creek,Control,Control side channel
Mainstem,Mid Mainstem,LFR,46,1.08,1.10955864222898,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,48,1.04,0.9403935185185186,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,49,1.5,1.2749789628471129,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,50,1.27,1.016,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,51,1.31,0.9875538066053027,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,51,1.53,1.1534025374855825,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,52,1.32,0.9387801547564861,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,52,1.46,1.0383477469276285,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,52,1.59,1.1308033682294036,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,55,1.52,0.9135987978963186,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,55,1.71,1.0277986476333583,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,LFR,55,1.91,1.1480090157776108,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,57,2.24,1.2095489570340132,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,59,1.94,0.9445951143982587,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,59,1.97,0.9592022553425618,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,59,2.03,0.9884165372311677,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,59,2.09,1.0176308191197736,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,59,2.14,1.0419760540269454,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,60,2.02,0.9351851851851852,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,60,2.36,1.0925925925925926,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,61,2.47,1.0881968094245773,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,62,2.62,1.0993252995871237,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,62,2.73,1.1454801785774227,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,63,2.7,1.0797969981643452,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,63,3.43,1.3717421124828533,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,65,3.19,1.1615839781520254,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,65,3.43,1.248975876194811,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,66,3.85,1.3391490664217938,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,66,NA,NA,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,67,3.44,1.143757709558689,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,68,3.71,1.1799053531447181,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,68,3.73,1.1862660289029108,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,69,3.21,0.9771421787530934,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,70,3.68,1.0728862973760933,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,70,3.83,1.1166180758017492,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,70,4.01,1.1690962099125364,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,71,4,1.1175962739340226,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,3.52,0.9430727023319616,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,3.72,0.9966563786008231,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,3.99,1.0689943415637861,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,3.99,1.0689943415637861,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,72,4.14,1.109182098765432,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,73,4,1.0282326993421882,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,73,4.48,1.1516206232632509,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,75,4.75,1.1259259259259258,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,75,5.22,1.2373333333333332,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,76,4.59,1.0456152500364484,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,76,5.03,1.145848520192448,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,77,5.1,1.1171153016320834,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,77,5.11,1.1193057237921464,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,77,5.14,1.1258769902723351,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,78,5.42,1.1421298403546924,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,79,5.3,1.0749656720867922,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,79,5.3,1.0749656720867922,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,79,5.54,1.1236433628982698,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,79,6.11,1.2392528785755286,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,80,5.17,1.009765625,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,80,6.2,1.2109375,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,81,5.87,1.1045440603942867,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,82,5.48,0.9938915570000435,2019-06-20,Clear Creek,Control,Mainstem
Mainstem,Mid Mainstem,FR,87,7.32,1.1116122477801924,2019-06-20,Clear Creek,Control,Mainstem
Side Channel,Flatwater,FR,30,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,31,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,32,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,32,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,32,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,33,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,33,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,34,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,36,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,36,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,36,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,36,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,36,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,37,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,37,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,38,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,39,0.55,0.9271902763027023,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,SR,39,NA,NA,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,WR,54,1.78,1.1304171112127217,2019-12-09,Cypress,Impact,Post-restoration side channel
Side Channel,Pool,WR,58,1.66,0.8507933904629135,2019-12-09,Cypress,Impact,Post-restoration side channel
Mainstem,Down Mainstem,FR,34,NA,NA,2019-12-09,Cypress,Impact,Mainstem
Mainstem,Roving-Mainstem,FR,35,NA,NA,2019-12-10,Kupuesta,Impact,Mainstem
Mainstem,Down Mainstem,JT,73,5.5,1.4138199615955087,2019-12-10,Kupuesta,Impact,Mainstem
Side Channel,Pool,FR,34,NA,NA,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,FR,35,NA,NA,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,SR,38,NA,NA,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,SR,41,NA,NA,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,SR,47,1.32,1.2713945850148811,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,48,1.5,1.3563368055555556,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,WR,55,1.77,1.063861758076634,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,WR,55,2.21,1.3283245679939895,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,55,2.88,1.7310293012772353,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,58,2.53,1.2966911312476936,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,59,2.22,1.08092842987842,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,60,2.8,1.2962962962962963,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,60,3.4,1.574074074074074,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,60,4.6,2.1296296296296298,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,60,4.8,2.222222222222222,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,61,1.28,0.5639238526572709,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,61,2.5,1.1014137747212323,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,61,2.56,1.1278477053145417,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,62,3.92,1.6447920512906582,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,63,4.4,1.7596691821937478,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,65,3.16,1.1506599908966773,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,65,4.5,1.6385980883022304,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,68,5.22,1.6601363728882557,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,69,4.2,1.2785037852844214,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,70,2.78,0.8104956268221574,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,70,4.54,1.3236151603498543,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,70,5.42,1.5801749271137027,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,74,4.5,1.1104969103508182,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,77,4.6,1.0075941936289379,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,78,5.7,1.2011328579375917,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,79,5.3,1.0749656720867922,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,80,5.5,1.07421875,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,WR,85,9,1.4654996946875636,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Pool,LFR,101,13.1,1.2714730937852143,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,LFR,105,11.88,1.0262390670553938,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,LFR,112,13.7,0.9751389395043731,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,LFR,123,18.6,0.9995340881427852,2019-12-10,Kupuesta,Impact,Post-restoration side channel
Side Channel,Riffle,FR,30,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,FR,31,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,33,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,FR,33,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,FR,34,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,FR,35,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,SR,39,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,SR,39,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,SR,42,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,SR,42,NA,NA,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,51,1.48,1.1157096441037007,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,52,1.52,1.0810195721438325,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,52,1.98,1.4081702321347291,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,54,1.06,0.673169740385104,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,55,2.05,1.2321562734785874,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,55,3.12,1.8752817430503381,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,56,2.61,1.4861971574344022,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,56,3.23,1.8392401603498543,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,57,2.4,1.2959453111078711,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,57,3.12,1.6847289044402327,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,60,1.52,0.7037037037037037,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Flatwater,WR,60,1.92,0.8888888888888888,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,62,2.64,1.107717095767178,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,66,3.04,1.057406016083702,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,67,3.27,1.0872347994932887,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Side Channel,Riffle,WR,94,8.51,1.0245802953102876,2019-12-11,Rio Vista,Impact,Post-restoration side channel
Mainstem,Down Mainstem,FR,32,NA,NA,2019-12-11,Rio Vista,Impact,Mainstem
Mainstem,Mid Mainstem,FR,34,NA,NA,2019-12-11,Rio Vista,Impact,Mainstem
Mainstem,Down Mainstem,FR,35,NA,NA,2019-12-11,Rio Vista,Impact,Mainstem
Mainstem,Down Mainstem,FR,35,NA,NA,2019-12-11,Rio Vista,Impact,Mainstem
Mainstem,Down Mainstem,FR,35,NA,NA,2019-12-11,Rio Vista,Impact,Mainstem
Mainstem,Mid Mainstem,FR,35,NA,NA,2019-12-11,Rio Vista,Impact,Mainstem
Mainstem,Mid Mainstem,FR,30,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,32,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,33,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,33,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,34,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,FR,34,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,39,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,40,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,43,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,44,NA,NA,2019-12-11,Lake California,Impact,Mainstem
Mainstem,Mid Mainstem,SR,46,2.14,2.1985699021944605,2019-12-11,Lake California,Impact,Mainstem
